"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56792210085518e-05,0,0,0,0.00156403723417674,0,0,0,0.0277868873136399,0,0,0,0.468555283670947,0,0.473121263338463,0,0,0,0.0272319063595772,0,0,0,0.00156403723417674,0,0,0,8.8292424509977e-05,0,0,0,1.26132035014253e-05,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32320639373329e-05,0,0,0,7.93923836239977e-05,0,0,0,0.00156138354460529,0,0,0,0.0280784396750205,0,0,0,0.471776007621669,0,0.46993675073438,0,0,0,0.0270066424960965,0,0,0,0.00146875909704396,0,0,0,6.61603196866647e-05,0,0,0,1.32320639373329e-05,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40050137949386e-05,0,0,0,0.000168060165539263,0,0,0,0.00186266683472683,0,0,0,0.0279540075346974,0,0,0,0.4709465988824,0,0.469574107530496,0,0,0,0.0275058470932594,0,0,0,0.00184866182093189,0,0,0,0.000126045124154447,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4873205919536e-05,0,0,0,7.43660295976798e-05,0,0,0,0.00163605265114896,0,0,0,0.0274559381274634,0,0,0,0.472045809474232,0,0.469086041496244,0,0,0,0.0278426414813713,0,0,0,0.00174016509258571,0,0,0,0.000104112441436752,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86645899214927e-05,0,0,0,0.00180928556819433,0,0,0,0.0280517927660043,0,0,0,0.468856688850081,0,0.472522458740423,0,0,0,0.0271550164408993,0,0,0,0.00144742845455547,0,0,0,7.86645899214927e-05,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98585337438629e-05,0,0,0,0.00163102271781643,0,0,0,0.0281933926936839,0,0,0,0.4709162020471,0,0.469135391528668,0,0,0,0.0282100357826413,0,0,0,0.00163102271781643,0,0,0,0.000183073978530415,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123775506595466,0,0,0,0.00182126816847615,0,0,0,0.0277433956926124,0,0,0,0.469020758920678,0,0.471177989178484,0,0,0,0.0284683665169572,0,0,0,0.00157371715528521,0,0,0,7.0728860911695e-05,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014966139110263,0,0,0,0.00172110599768025,0,0,0,0.0278557264189771,0,0,0,0.469338122497849,0,0.472162981254911,0,0,0,0.0273880345717813,0,0,0,0.00134695251992367,0,0,0,3.74153477756576e-05,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196003920078402,0,0,0,0.0278805576111522,0,0,0,0.471289425788516,0,0.4697493949879,0,0,0,0.0272805456109122,0,0,0,0.00184003680073601,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018902373536677,0,0,0,0.0284394801847277,0,0,0,0.467103426055203,0,0.474191816131457,0,0,0,0.0266996026205563,0,0,0,0.00167543765438728,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172824513055257,0,0,0,0.0277219860806203,0,0,0,0.472418141902938,0,0.469311971600729,0,0,0,0.0273950207856509,0,0,0,0.00142463449950955,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192520702568701,0,0,0,0.0279550609209346,0,0,0,0.473627301017986,0,0.466585790389788,0,0,0,0.0280605517168627,0,0,0,0.00184608892874097,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032576245390154,0,0,0,0.470262834396769,0,0.467365216882281,0,0,0,0.0297957033307967,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315017852064836,0,0,0,0.470409807576859,0,0.468893171980157,0,0,0,0.0291952352365004,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324361856897236,0,0,0,0.47007670942997,0,0.470870255257241,0,0,0,0.0266168496230657,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032873734972492,0,0,0,0.477416287441418,0,0.462439720165727,0,0,0,0.0272702574203627,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530213089802131,0,0.469786910197869,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53573919918151,0,0.46426080081849,0,0,0
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526764069973138,0,0.473235930026862,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52712220437415,0,0.472877795625849,0
"52",0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,1,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0.000212675457252233,0,0.000212675457252233
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
