"","id","strength","strength_pct","aces","faces","deuces","result","plays","infinite"
"64",64,218,0.524038461538462,2,0,1,"L",370,FALSE
"65",65,229,0.550480769230769,2,0,2,"W",392,FALSE
"66",66,218,0.524038461538462,2,1,2,"W",162,FALSE
"67",67,225,0.540865384615385,3,0,1,"W",36,FALSE
"68",68,221,0.53125,2,1,3,"L",204,FALSE
"69",69,238,0.572115384615385,2,0,0,"W",116,FALSE
"70",70,189,0.454326923076923,1,0,3,"L",286,FALSE
"71",71,203,0.487980769230769,2,0,3,"L",108,FALSE
"72",72,214,0.514423076923077,1,0,1,"L",214,FALSE
"73",73,228,0.548076923076923,2,1,2,"W",82,FALSE
"74",74,200,0.480769230769231,3,0,3,"W",284,FALSE
"75",75,211,0.507211538461538,2,0,1,"W",174,FALSE
"76",76,190,0.456730769230769,2,0,4,"W",708,FALSE
"77",77,217,0.521634615384615,2,0,3,"W",182,FALSE
"78",78,195,0.46875,1,1,0,"W",218,FALSE
"79",79,228,0.548076923076923,2,1,1,"L",210,FALSE
"80",80,205,0.492788461538462,1,0,2,"W",258,FALSE
"81",81,202,0.485576923076923,2,0,1,"L",194,FALSE
"82",82,201,0.483173076923077,2,0,1,"L",204,FALSE
"83",83,231,0.555288461538462,3,1,1,"W",134,FALSE
"84",84,202,0.485576923076923,0,0,2,"L",98,FALSE
"85",85,185,0.444711538461538,1,1,3,"W",80,FALSE
"86",86,202,0.485576923076923,2,1,3,"W",572,FALSE
"87",87,210,0.504807692307692,3,1,0,"W",464,FALSE
"88",88,218,0.524038461538462,2,0,1,"W",26,FALSE
"89",89,210,0.504807692307692,1,0,2,"W",518,FALSE
"90",90,213,0.512019230769231,2,0,1,"W",228,FALSE
"91",91,224,0.538461538461538,1,0,1,"W",330,FALSE
"92",92,211,0.507211538461538,1,1,1,"W",430,FALSE
"93",93,204,0.490384615384615,2,1,2,"L",224,FALSE
"94",94,219,0.526442307692308,4,0,3,"W",206,FALSE
"95",95,218,0.524038461538462,2,1,2,"W",262,FALSE
"96",96,232,0.557692307692308,2,1,0,"W",206,FALSE
"97",97,203,0.487980769230769,2,0,2,"W",100,FALSE
"98",98,206,0.495192307692308,2,1,2,"L",98,FALSE
"99",99,203,0.487980769230769,2,0,3,"W",38,FALSE
"100",100,189,0.454326923076923,2,1,4,"W",382,FALSE
