"","id","strength","strength_pct","aces","faces","deuces","result","plays","infinite"
"64",64,218,0.524038461538462,2,0,1,"L",370,FALSE
"65",65,229,0.550480769230769,2,0,2,"W",392,FALSE
"66",66,218,0.524038461538462,2,1,2,"W",162,FALSE
"67",67,225,0.540865384615385,3,0,1,"W",36,FALSE
"68",68,221,0.53125,2,1,3,"L",204,FALSE
"69",69,238,0.572115384615385,2,0,0,"W",116,FALSE
"70",70,189,0.454326923076923,1,0,3,"L",286,FALSE
"71",71,203,0.487980769230769,2,0,3,"L",108,FALSE
"72",72,214,0.514423076923077,1,0,1,"L",214,FALSE
"73",73,228,0.548076923076923,2,1,2,"W",82,FALSE
"74",74,200,0.480769230769231,3,0,3,"W",284,FALSE
"75",75,211,0.507211538461538,2,0,1,"W",174,FALSE
"76",76,190,0.456730769230769,2,0,4,"W",708,FALSE
"77",77,217,0.521634615384615,2,0,3,"W",182,FALSE
"78",78,195,0.46875,1,1,0,"W",218,FALSE
"79",79,228,0.548076923076923,2,1,1,"L",210,FALSE
"80",80,205,0.492788461538462,1,0,2,"W",258,FALSE
"81",81,202,0.485576923076923,2,0,1,"L",194,FALSE
"82",82,201,0.483173076923077,2,0,1,"L",204,FALSE
"83",83,231,0.555288461538462,3,1,1,"W",134,FALSE
"84",84,202,0.485576923076923,0,0,2,"L",98,FALSE
"85",85,185,0.444711538461538,1,1,3,"W",80,FALSE
"86",86,202,0.485576923076923,2,1,3,"W",572,FALSE
"87",87,210,0.504807692307692,3,1,0,"W",464,FALSE
"88",88,218,0.524038461538462,2,0,1,"W",26,FALSE
"89",89,210,0.504807692307692,1,0,2,"W",518,FALSE
"90",90,213,0.512019230769231,2,0,1,"W",228,FALSE
"91",91,224,0.538461538461538,1,0,1,"W",330,FALSE
"92",92,211,0.507211538461538,1,1,1,"W",430,FALSE
"93",93,204,0.490384615384615,2,1,2,"L",224,FALSE
"94",94,219,0.526442307692308,4,0,3,"W",206,FALSE
"95",95,218,0.524038461538462,2,1,2,"W",262,FALSE
"96",96,232,0.557692307692308,2,1,0,"W",206,FALSE
"97",97,203,0.487980769230769,2,0,2,"W",100,FALSE
"98",98,206,0.495192307692308,2,1,2,"L",98,FALSE
"99",99,203,0.487980769230769,2,0,3,"W",38,FALSE
"100",100,189,0.454326923076923,2,1,4,"W",382,FALSE
"101",101,229,0.550480769230769,3,1,2,"W",228,FALSE
"102",102,203,0.487980769230769,2,0,2,"L",54,FALSE
"103",103,208,0.5,2,0,2,"L",324,FALSE
"104",104,221,0.53125,2,0,3,"L",318,FALSE
"105",105,206,0.495192307692308,2,1,3,"L",472,FALSE
"106",106,195,0.46875,2,1,2,"W",80,FALSE
"107",107,203,0.487980769230769,1,0,1,"L",276,FALSE
"108",108,224,0.538461538461538,2,0,1,"L",266,FALSE
"109",109,212,0.509615384615385,2,1,4,"L",154,FALSE
"110",110,212,0.509615384615385,1,1,1,"L",66,FALSE
"111",111,207,0.497596153846154,2,0,2,"L",40,FALSE
"112",112,201,0.483173076923077,2,1,2,"W",208,FALSE
"113",113,198,0.475961538461538,2,0,3,"L",60,FALSE
"114",114,216,0.519230769230769,2,1,1,"L",54,FALSE
"115",115,224,0.538461538461538,1,1,1,"L",392,FALSE
"116",116,220,0.528846153846154,2,0,3,"W",64,FALSE
"117",117,198,0.475961538461538,2,1,3,"L",486,FALSE
"118",118,195,0.46875,2,1,1,"W",128,FALSE
"119",119,205,0.492788461538462,3,0,3,"W",50,FALSE
"120",120,202,0.485576923076923,1,1,1,"W",234,FALSE
"121",121,215,0.516826923076923,2,1,3,"L",374,FALSE
"122",122,205,0.492788461538462,1,0,1,"L",50,FALSE
"123",123,218,0.524038461538462,2,1,2,"L",406,FALSE
"124",124,225,0.540865384615385,1,1,0,"W",1678,FALSE
"125",125,228,0.548076923076923,2,0,0,"W",100,FALSE
"126",126,209,0.502403846153846,3,0,2,"W",18,FALSE
"127",127,206,0.495192307692308,2,0,3,"W",84,FALSE
"128",128,184,0.442307692307692,0,0,3,"L",38,FALSE
"129",129,200,0.480769230769231,4,0,1,"L",142,FALSE
"130",130,213,0.512019230769231,1,0,0,"L",72,FALSE
"131",131,189,0.454326923076923,2,0,3,"L",240,FALSE
"132",132,222,0.533653846153846,3,0,2,"L",112,FALSE
"133",133,204,0.490384615384615,1,0,0,"W",162,FALSE
"134",134,211,0.507211538461538,2,1,2,"L",44,FALSE
"135",135,203,0.487980769230769,2,1,4,"W",86,FALSE
"136",136,237,0.569711538461538,4,0,0,"W",80,FALSE
"137",137,220,0.528846153846154,4,1,2,"W",70,FALSE
"138",138,184,0.442307692307692,1,0,4,"W",552,FALSE
"139",139,220,0.528846153846154,2,0,3,"L",182,FALSE
"140",140,196,0.471153846153846,1,1,3,"W",92,FALSE
"141",141,212,0.509615384615385,2,0,2,"W",114,FALSE
"142",142,202,0.485576923076923,3,0,4,"L",422,FALSE
"143",143,225,0.540865384615385,3,1,1,"L",204,FALSE
"144",144,205,0.492788461538462,2,0,2,"W",346,FALSE
"145",145,206,0.495192307692308,3,0,3,"L",116,FALSE
"146",146,189,0.454326923076923,2,0,4,"W",114,FALSE
"147",147,225,0.540865384615385,3,1,1,"L",782,FALSE
"148",148,215,0.516826923076923,3,0,3,"W",142,FALSE
"149",149,209,0.502403846153846,2,0,3,"L",350,FALSE
"150",150,215,0.516826923076923,2,0,1,"W",466,FALSE
"151",151,220,0.528846153846154,3,0,1,"W",518,FALSE
"152",152,199,0.478365384615385,1,0,3,"L",72,FALSE
"153",153,218,0.524038461538462,2,0,3,"L",96,FALSE
"154",154,199,0.478365384615385,2,0,3,"W",328,FALSE
"155",155,198,0.475961538461538,1,1,1,"L",206,FALSE
"156",156,185,0.444711538461538,1,1,3,"L",26,FALSE
"157",157,218,0.524038461538462,2,0,1,"L",130,FALSE
"158",158,209,0.502403846153846,2,0,1,"L",40,FALSE
"159",159,196,0.471153846153846,1,1,2,"L",60,FALSE
"160",160,231,0.555288461538462,2,0,2,"W",324,FALSE
"161",161,204,0.490384615384615,1,0,2,"W",306,FALSE
"162",162,225,0.540865384615385,3,0,0,"L",246,FALSE
"163",163,199,0.478365384615385,1,1,2,"L",348,FALSE
"164",164,177,0.425480769230769,0,0,2,"L",64,FALSE
"165",165,201,0.483173076923077,2,0,4,"L",134,FALSE
"166",166,224,0.538461538461538,2,0,1,"W",518,FALSE
"167",167,214,0.514423076923077,3,0,2,"W",286,FALSE
"168",168,248,0.596153846153846,4,0,0,"L",764,FALSE
"169",169,204,0.490384615384615,3,0,3,"L",746,FALSE
"170",170,233,0.560096153846154,3,0,2,"L",186,FALSE
"171",171,194,0.466346153846154,1,0,1,"W",270,FALSE
"172",172,214,0.514423076923077,3,0,3,"L",422,FALSE
"173",173,196,0.471153846153846,1,1,3,"L",272,FALSE
"174",174,217,0.521634615384615,1,1,2,"W",306,FALSE
"175",175,205,0.492788461538462,1,0,2,"L",300,FALSE
"176",176,224,0.538461538461538,3,0,2,"W",220,FALSE
"177",177,221,0.53125,4,1,2,"W",80,FALSE
"178",178,197,0.473557692307692,1,0,3,"W",302,FALSE
"179",179,232,0.557692307692308,2,0,2,"W",216,FALSE
"180",180,198,0.475961538461538,2,0,4,"W",548,FALSE
"181",181,202,0.485576923076923,3,0,3,"W",62,FALSE
"182",182,238,0.572115384615385,4,0,1,"W",52,FALSE
"183",183,209,0.502403846153846,2,0,3,"L",94,FALSE
"184",184,224,0.538461538461538,3,0,2,"W",146,FALSE
"185",185,216,0.519230769230769,1,0,2,"W",252,FALSE
"186",186,209,0.502403846153846,2,0,1,"W",262,FALSE
"187",187,234,0.5625,4,1,2,"L",226,FALSE
"188",188,201,0.483173076923077,1,0,1,"L",60,FALSE
"189",189,218,0.524038461538462,2,1,2,"W",36,FALSE
"190",190,208,0.5,2,0,3,"W",214,FALSE
"191",191,215,0.516826923076923,1,1,3,"W",344,FALSE
"192",192,186,0.447115384615385,1,0,2,"W",358,FALSE
"193",193,219,0.526442307692308,3,0,2,"L",470,FALSE
"194",194,221,0.53125,3,1,3,"L",180,FALSE
"195",195,216,0.519230769230769,2,0,3,"L",496,FALSE
"196",196,219,0.526442307692308,2,0,1,"L",174,FALSE
"197",197,201,0.483173076923077,3,0,1,"L",418,FALSE
"198",198,192,0.461538461538462,2,0,3,"L",90,FALSE
"199",199,204,0.490384615384615,3,0,2,"W",38,FALSE
"200",200,193,0.463942307692308,1,0,2,"L",420,FALSE
"201",201,215,0.516826923076923,3,0,2,"W",166,FALSE
"202",202,194,0.466346153846154,0,1,1,"W",174,FALSE
"203",203,203,0.487980769230769,2,0,4,"L",574,FALSE
"204",204,205,0.492788461538462,1,0,1,"W",306,FALSE
"205",205,241,0.579326923076923,3,1,0,"W",312,FALSE
"206",206,213,0.512019230769231,2,1,2,"L",238,FALSE
"207",207,235,0.564903846153846,2,0,0,"L",308,FALSE
"208",208,217,0.521634615384615,4,0,3,"W",166,FALSE
"209",209,205,0.492788461538462,1,0,1,"L",154,FALSE
"210",210,204,0.490384615384615,1,0,3,"L",118,FALSE
"211",211,232,0.557692307692308,3,0,2,"W",62,FALSE
"212",212,215,0.516826923076923,2,1,2,"L",732,FALSE
"213",213,187,0.449519230769231,0,1,2,"L",30,FALSE
"214",214,219,0.526442307692308,3,1,2,"W",74,FALSE
"215",215,209,0.502403846153846,3,0,1,"L",248,FALSE
"216",216,194,0.466346153846154,1,1,2,"L",330,FALSE
"217",217,214,0.514423076923077,1,1,3,"W",264,FALSE
"218",218,234,0.5625,2,0,0,"W",82,FALSE
"219",219,182,0.4375,0,0,3,"L",440,FALSE
"220",220,230,0.552884615384615,2,1,0,"W",148,FALSE
"221",221,210,0.504807692307692,2,1,3,"L",126,FALSE
"222",222,222,0.533653846153846,3,1,2,"W",42,FALSE
"223",223,230,0.552884615384615,4,1,1,"L",544,FALSE
"224",224,202,0.485576923076923,1,0,3,"L",74,FALSE
"225",225,245,0.588942307692308,4,0,2,"W",96,FALSE
"226",226,230,0.552884615384615,3,1,2,"W",86,FALSE
"227",227,187,0.449519230769231,1,1,2,"L",332,FALSE
"228",228,229,0.550480769230769,3,0,0,"L",104,FALSE
"229",229,210,0.504807692307692,2,1,1,"W",108,FALSE
"230",230,188,0.451923076923077,1,0,1,"L",52,FALSE
"231",231,220,0.528846153846154,2,0,1,"W",826,FALSE
"232",232,207,0.497596153846154,1,1,1,"W",474,FALSE
"233",233,209,0.502403846153846,1,1,2,"W",674,FALSE
"234",234,202,0.485576923076923,2,1,2,"L",178,FALSE
"235",235,195,0.46875,1,0,2,"L",46,FALSE
"236",236,204,0.490384615384615,1,1,1,"L",146,FALSE
"237",237,220,0.528846153846154,2,1,2,"L",52,FALSE
"238",238,195,0.46875,1,0,3,"W",236,FALSE
"239",239,198,0.475961538461538,2,0,3,"W",100,FALSE
"240",240,215,0.516826923076923,2,0,1,"W",100,FALSE
"241",241,207,0.497596153846154,1,0,2,"W",112,FALSE
"242",242,171,0.411057692307692,0,0,3,"L",162,FALSE
"243",243,209,0.502403846153846,1,0,0,"L",314,FALSE
"244",244,215,0.516826923076923,3,0,1,"L",186,FALSE
"245",245,184,0.442307692307692,1,0,2,"W",218,FALSE
"246",246,218,0.524038461538462,2,0,1,"W",138,FALSE
"247",247,227,0.545673076923077,2,1,2,"W",466,FALSE
"248",248,208,0.5,1,0,2,"L",562,FALSE
"249",249,196,0.471153846153846,1,1,3,"L",246,FALSE
"250",250,209,0.502403846153846,2,0,1,"L",232,FALSE
"251",251,222,0.533653846153846,2,0,2,"W",512,FALSE
"252",252,204,0.490384615384615,2,0,3,"W",390,FALSE
"253",253,199,0.478365384615385,2,0,1,"L",90,FALSE
"254",254,213,0.512019230769231,2,1,1,"W",184,FALSE
"255",255,224,0.538461538461538,3,0,2,"L",116,FALSE
"256",256,214,0.514423076923077,1,0,2,"W",202,FALSE
"257",257,192,0.461538461538462,2,1,3,"W",400,FALSE
"258",258,208,0.5,1,1,2,"W",274,FALSE
"259",259,218,0.524038461538462,2,0,2,"L",316,FALSE
"260",260,217,0.521634615384615,1,0,0,"W",504,FALSE
"261",261,192,0.461538461538462,1,1,4,"W",542,FALSE
"262",262,215,0.516826923076923,1,1,2,"W",218,FALSE
"263",263,204,0.490384615384615,2,0,3,"W",96,FALSE
"264",264,229,0.550480769230769,4,0,1,"L",252,FALSE
"265",265,191,0.459134615384615,1,1,4,"L",64,FALSE
"266",266,193,0.463942307692308,2,0,3,"W",458,FALSE
"267",267,228,0.548076923076923,3,0,2,"W",632,FALSE
"268",268,193,0.463942307692308,0,0,4,"L",232,FALSE
"269",269,203,0.487980769230769,2,1,2,"W",438,FALSE
"270",270,205,0.492788461538462,2,0,2,"W",410,FALSE
"271",271,201,0.483173076923077,1,0,3,"L",148,FALSE
"272",272,217,0.521634615384615,2,1,1,"L",262,FALSE
"273",273,208,0.5,3,0,2,"L",412,FALSE
"274",274,179,0.430288461538462,0,0,3,"L",168,FALSE
"275",275,223,0.536057692307692,2,1,2,"W",298,FALSE
"276",276,214,0.514423076923077,3,0,2,"L",102,FALSE
"277",277,204,0.490384615384615,2,1,2,"W",150,FALSE
"278",278,186,0.447115384615385,2,0,2,"W",186,FALSE
"279",279,216,0.519230769230769,3,1,0,"W",66,FALSE
"280",280,208,0.5,2,0,1,"L",254,FALSE
"281",281,202,0.485576923076923,0,0,3,"W",444,FALSE
"282",282,223,0.536057692307692,1,0,2,"W",488,FALSE
"283",283,200,0.480769230769231,2,0,4,"W",306,FALSE
"284",284,185,0.444711538461538,3,0,3,"W",196,FALSE
"285",285,227,0.545673076923077,2,0,1,"L",100,FALSE
"286",286,203,0.487980769230769,1,0,3,"L",342,FALSE
"287",287,188,0.451923076923077,1,0,3,"W",250,FALSE
"288",288,193,0.463942307692308,1,1,4,"L",120,FALSE
"289",289,214,0.514423076923077,3,0,1,"W",320,FALSE
"290",290,197,0.473557692307692,1,0,3,"L",120,FALSE
"291",291,184,0.442307692307692,1,0,3,"L",310,FALSE
"292",292,219,0.526442307692308,3,0,1,"W",1836,FALSE
"293",293,221,0.53125,3,0,3,"W",412,FALSE
"294",294,195,0.46875,1,1,2,"W",104,FALSE
"295",295,207,0.497596153846154,2,1,0,"L",174,FALSE
"296",296,209,0.502403846153846,2,1,2,"L",180,FALSE
"297",297,202,0.485576923076923,2,0,4,"L",246,FALSE
"298",298,218,0.524038461538462,1,0,2,"L",480,FALSE
"299",299,208,0.5,4,0,2,"W",200,FALSE
"300",300,211,0.507211538461538,2,0,3,"W",244,FALSE
"301",301,201,0.483173076923077,2,0,3,"L",168,FALSE
"302",302,212,0.509615384615385,1,1,3,"L",628,FALSE
"303",303,227,0.545673076923077,3,1,0,"L",684,FALSE
"304",304,175,0.420673076923077,1,0,2,"W",214,FALSE
"305",305,214,0.514423076923077,2,1,3,"L",648,FALSE
"306",306,208,0.5,3,1,2,"L",204,FALSE
"307",307,198,0.475961538461538,0,0,2,"L",86,FALSE
"308",308,217,0.521634615384615,2,1,0,"W",274,FALSE
"309",309,187,0.449519230769231,0,0,3,"L",376,FALSE
"310",310,215,0.516826923076923,3,1,2,"W",882,FALSE
"311",311,203,0.487980769230769,3,0,3,"W",296,FALSE
"312",312,203,0.487980769230769,1,1,4,"L",118,FALSE
"313",313,230,0.552884615384615,4,0,0,"W",90,FALSE
"314",314,213,0.512019230769231,2,1,1,"W",376,FALSE
"315",315,213,0.512019230769231,3,0,1,"W",104,FALSE
"316",316,208,0.5,3,0,2,"W",182,FALSE
"317",317,216,0.519230769230769,3,0,2,"L",434,FALSE
"318",318,216,0.519230769230769,1,1,2,"L",406,FALSE
"319",319,222,0.533653846153846,4,1,2,"W",32,FALSE
"320",320,189,0.454326923076923,0,0,2,"W",748,FALSE
"321",321,193,0.463942307692308,3,0,2,"L",504,FALSE
"322",322,182,0.4375,1,1,2,"L",218,FALSE
"323",323,211,0.507211538461538,2,0,1,"W",356,FALSE
"324",324,188,0.451923076923077,1,0,4,"L",180,FALSE
"325",325,212,0.509615384615385,3,0,1,"W",520,FALSE
"326",326,208,0.5,3,0,3,"W",124,FALSE
"327",327,208,0.5,3,1,1,"W",106,FALSE
"328",328,201,0.483173076923077,1,0,2,"W",208,FALSE
"329",329,212,0.509615384615385,3,0,1,"W",302,FALSE
"330",330,208,0.5,2,0,2,"W",652,FALSE
"331",331,198,0.475961538461538,3,0,3,"L",76,FALSE
"332",332,233,0.560096153846154,3,0,2,"W",42,FALSE
"333",333,203,0.487980769230769,1,1,2,"L",732,FALSE
"334",334,196,0.471153846153846,1,0,2,"L",504,FALSE
"335",335,235,0.564903846153846,3,1,1,"W",104,FALSE
"336",336,197,0.473557692307692,1,0,2,"W",480,FALSE
"337",337,206,0.495192307692308,2,0,3,"L",336,FALSE
"338",338,181,0.435096153846154,1,1,2,"W",280,FALSE
"339",339,230,0.552884615384615,2,0,2,"L",234,FALSE
"340",340,210,0.504807692307692,2,1,2,"W",200,FALSE
"341",341,220,0.528846153846154,3,0,2,"W",190,FALSE
"342",342,228,0.548076923076923,2,1,1,"W",414,FALSE
"343",343,210,0.504807692307692,2,1,1,"L",546,FALSE
"344",344,206,0.495192307692308,3,0,3,"W",76,FALSE
"345",345,218,0.524038461538462,2,0,0,"W",286,FALSE
"346",346,177,0.425480769230769,1,0,4,"W",548,FALSE
"347",347,202,0.485576923076923,2,0,3,"W",120,FALSE
"348",348,205,0.492788461538462,1,1,2,"L",152,FALSE
"349",349,232,0.557692307692308,2,0,1,"W",238,FALSE
"350",350,198,0.475961538461538,2,0,3,"L",166,FALSE
"351",351,219,0.526442307692308,3,1,1,"W",196,FALSE
"352",352,218,0.524038461538462,3,0,3,"L",522,FALSE
"353",353,218,0.524038461538462,2,0,1,"L",142,FALSE
"354",354,205,0.492788461538462,0,0,2,"W",396,FALSE
"355",355,221,0.53125,4,0,2,"W",592,FALSE
"356",356,210,0.504807692307692,2,1,3,"W",226,FALSE
"357",357,239,0.574519230769231,2,0,1,"L",242,FALSE
"358",358,190,0.456730769230769,1,1,1,"W",194,FALSE
"359",359,196,0.471153846153846,1,0,1,"L",154,FALSE
"360",360,198,0.475961538461538,3,0,2,"W",134,FALSE
"361",361,229,0.550480769230769,4,0,2,"W",276,FALSE
"362",362,230,0.552884615384615,3,0,2,"W",190,FALSE
"363",363,211,0.507211538461538,1,0,1,"L",670,FALSE
"364",364,196,0.471153846153846,1,0,3,"L",134,FALSE
"365",365,197,0.473557692307692,2,0,2,"L",288,FALSE
"366",366,205,0.492788461538462,1,0,2,"L",160,FALSE
"367",367,209,0.502403846153846,3,1,1,"W",468,FALSE
"368",368,203,0.487980769230769,1,0,2,"L",244,FALSE
"369",369,208,0.5,2,0,3,"W",360,FALSE
"370",370,210,0.504807692307692,2,1,3,"L",148,FALSE
"371",371,193,0.463942307692308,1,1,3,"W",110,FALSE
"372",372,212,0.509615384615385,2,0,3,"W",140,FALSE
"373",373,202,0.485576923076923,2,0,2,"W",284,FALSE
"374",374,206,0.495192307692308,3,1,3,"L",36,FALSE
"375",375,222,0.533653846153846,3,0,1,"L",606,FALSE
"376",376,206,0.495192307692308,2,1,2,"L",20,FALSE
"377",377,201,0.483173076923077,2,0,3,"W",100,FALSE
"378",378,208,0.5,2,0,1,"W",592,FALSE
"379",379,196,0.471153846153846,2,0,2,"W",130,FALSE
"380",380,193,0.463942307692308,2,1,2,"W",182,FALSE
"381",381,206,0.495192307692308,2,1,3,"W",172,FALSE
"382",382,212,0.509615384615385,1,1,0,"W",98,FALSE
"383",383,206,0.495192307692308,2,0,1,"L",132,FALSE
"384",384,189,0.454326923076923,0,0,2,"L",78,FALSE
"385",385,204,0.490384615384615,2,0,3,"L",582,FALSE
"386",386,194,0.466346153846154,2,0,2,"L",540,FALSE
"387",387,198,0.475961538461538,1,0,2,"L",356,FALSE
"388",388,210,0.504807692307692,1,0,1,"W",146,FALSE
"389",389,214,0.514423076923077,3,0,3,"L",382,FALSE
"390",390,226,0.543269230769231,3,0,1,"W",294,FALSE
"391",391,218,0.524038461538462,3,0,3,"W",368,FALSE
"392",392,187,0.449519230769231,2,0,3,"W",116,FALSE
"393",393,208,0.5,2,0,2,"W",484,FALSE
"394",394,220,0.528846153846154,1,0,2,"L",62,FALSE
"395",395,214,0.514423076923077,3,0,1,"L",164,FALSE
"396",396,204,0.490384615384615,2,0,3,"L",90,FALSE
"397",397,204,0.490384615384615,2,0,1,"W",536,FALSE
"398",398,195,0.46875,0,0,1,"W",532,FALSE
"399",399,205,0.492788461538462,1,0,3,"L",212,FALSE
"400",400,209,0.502403846153846,1,1,1,"W",174,FALSE
"401",401,195,0.46875,1,0,2,"L",122,FALSE
"402",402,199,0.478365384615385,2,1,3,"L",42,FALSE
"403",403,229,0.550480769230769,3,0,1,"W",350,FALSE
"404",404,210,0.504807692307692,3,1,2,"L",188,FALSE
"405",405,231,0.555288461538462,0,0,0,"W",82,FALSE
"406",406,216,0.519230769230769,1,0,2,"W",126,FALSE
"407",407,207,0.497596153846154,3,0,1,"W",420,FALSE
"408",408,219,0.526442307692308,3,0,2,"L",326,FALSE
"409",409,214,0.514423076923077,2,0,2,"W",622,FALSE
"410",410,214,0.514423076923077,3,0,2,"W",708,FALSE
"411",411,210,0.504807692307692,3,0,2,"W",34,FALSE
"412",412,197,0.473557692307692,1,0,2,"W",54,FALSE
"413",413,175,0.420673076923077,1,1,2,"L",22,FALSE
"414",414,228,0.548076923076923,1,1,1,"W",736,FALSE
"415",415,227,0.545673076923077,2,0,1,"W",138,FALSE
"416",416,187,0.449519230769231,1,0,3,"W",52,FALSE
"417",417,202,0.485576923076923,2,0,0,"L",136,FALSE
"418",418,233,0.560096153846154,4,0,0,"L",490,FALSE
"419",419,201,0.483173076923077,1,0,2,"L",264,FALSE
"420",420,220,0.528846153846154,1,0,1,"W",66,FALSE
"421",421,206,0.495192307692308,1,0,2,"W",342,FALSE
"422",422,218,0.524038461538462,2,0,0,"L",140,FALSE
"423",423,233,0.560096153846154,3,0,2,"W",44,FALSE
"424",424,187,0.449519230769231,2,0,1,"L",208,FALSE
"425",425,201,0.483173076923077,0,0,2,"L",94,FALSE
"426",426,181,0.435096153846154,1,0,1,"L",146,FALSE
"427",427,198,0.475961538461538,0,0,1,"L",210,FALSE
"428",428,226,0.543269230769231,3,0,1,"L",824,FALSE
"429",429,197,0.473557692307692,2,0,2,"W",198,FALSE
"430",430,194,0.466346153846154,3,0,3,"W",172,FALSE
"431",431,208,0.5,1,0,1,"W",358,FALSE
"432",432,215,0.516826923076923,3,1,2,"L",302,FALSE
"433",433,213,0.512019230769231,2,0,2,"L",96,FALSE
"434",434,217,0.521634615384615,4,1,2,"W",32,FALSE
"435",435,201,0.483173076923077,2,1,2,"L",274,FALSE
"436",436,222,0.533653846153846,2,1,2,"L",402,FALSE
"437",437,200,0.480769230769231,2,1,3,"W",582,FALSE
"438",438,188,0.451923076923077,1,0,2,"L",144,FALSE
"439",439,195,0.46875,1,0,2,"W",180,FALSE
"440",440,198,0.475961538461538,1,0,2,"L",582,FALSE
"441",441,209,0.502403846153846,3,1,2,"L",214,FALSE
"442",442,225,0.540865384615385,3,0,1,"L",320,FALSE
"443",443,213,0.512019230769231,1,0,3,"W",134,FALSE
"444",444,219,0.526442307692308,4,0,2,"W",34,FALSE
"445",445,206,0.495192307692308,2,0,3,"L",120,FALSE
"446",446,229,0.550480769230769,3,0,1,"W",138,FALSE
"447",447,205,0.492788461538462,3,0,2,"W",260,FALSE
"448",448,205,0.492788461538462,2,1,1,"L",144,FALSE
"449",449,226,0.543269230769231,3,0,1,"W",422,FALSE
"450",450,212,0.509615384615385,3,0,3,"L",44,FALSE
"451",451,234,0.5625,2,0,0,"W",34,FALSE
"452",452,241,0.579326923076923,4,0,1,"W",236,FALSE
"453",453,237,0.569711538461538,3,1,1,"W",34,FALSE
"454",454,199,0.478365384615385,2,0,1,"L",544,FALSE
