"","id","play","p1Cards"
"167",2,66,13
"168",2,67,12
"169",2,68,11
"170",2,69,12
"171",2,70,11
"172",2,71,12
"173",2,72,13
"174",2,73,12
"175",2,74,11
"176",2,75,12
"177",2,76,13
"178",2,77,12
"179",2,78,13
"180",2,79,14
"181",2,80,15
"182",2,81,14
"183",2,82,13
"184",2,83,14
"185",2,84,13
"186",2,85,12
"187",2,86,11
"188",2,87,10
"189",2,88,9
"190",2,89,8
"191",2,90,9
"192",2,91,10
"193",2,92,11
"194",2,93,10
"195",2,94,11
"196",2,95,12
"197",2,96,11
"198",2,97,10
"199",2,98,9
"200",2,99,10
"201",2,100,15
"202",2,101,20
"203",2,102,19
"204",2,103,18
"205",2,104,17
"206",2,105,16
"207",2,106,17
"208",2,107,16
"209",2,108,17
"210",2,109,18
"211",2,110,17
"212",2,111,16
"213",2,112,17
"214",2,113,18
"215",2,114,17
"216",2,115,16
"217",2,116,17
"218",2,117,18
"219",2,118,17
"220",2,119,16
"221",2,120,17
"222",2,121,18
"223",2,122,23
"224",2,123,24
"225",2,124,25
"226",2,125,26
"227",2,126,25
"228",2,127,20
"229",2,128,21
"230",2,129,22
"231",2,130,23
"232",2,131,22
"233",2,132,13
"234",2,133,12
"235",2,134,13
"236",2,135,14
"237",2,136,13
"238",2,137,14
"239",2,138,13
"240",2,139,12
"241",2,140,13
"242",2,141,14
"243",2,142,15
"244",2,143,14
"245",2,144,15
"246",2,145,16
"247",2,146,15
"248",2,147,14
"249",2,148,15
"250",2,149,14
"251",2,150,15
"252",2,151,16
"253",2,152,15
"254",2,153,10
"255",2,154,9
"256",2,155,8
"257",2,156,13
"258",2,157,12
"259",2,158,11
"260",2,159,10
"261",2,160,11
"262",2,161,12
"263",2,162,11
"264",2,163,10
"265",2,164,11
"266",2,165,12
"267",2,166,13
"268",2,167,12
"269",2,168,13
"270",2,169,14
"271",2,170,15
"272",2,171,16
"273",2,172,15
"274",2,173,14
"275",2,174,13
"276",2,175,14
"277",2,176,13
"278",2,177,12
"279",2,178,17
"280",2,179,18
"281",2,180,17
"282",2,181,16
"283",2,182,15
"284",2,183,16
"285",2,184,17
"286",2,185,16
"287",2,186,15
"288",2,187,16
"289",2,188,15
"290",2,189,14
"291",2,190,13
"292",2,191,14
"293",2,192,15
"294",2,193,14
"295",2,194,13
"296",2,195,14
"297",2,196,13
"298",2,197,12
"299",2,198,13
"300",2,199,14
"301",2,200,13
"302",2,201,14
"303",2,202,13
"304",2,203,14
"305",2,204,15
"306",2,205,16
"307",2,206,17
"308",2,207,18
"309",2,208,17
"310",2,209,18
"311",2,210,17
"312",2,211,16
"313",2,212,15
"314",2,213,16
"315",2,214,15
"316",2,215,16
"317",2,216,17
"318",2,217,18
"319",2,218,23
"320",2,219,24
"321",2,220,25
"322",2,221,26
"323",2,222,25
"324",2,223,24
"325",2,224,25
"326",2,225,26
"327",2,226,25
"328",2,227,26
"329",2,228,27
"330",2,229,28
"331",2,230,33
"332",2,231,32
"333",2,232,31
"334",2,233,32
"335",2,234,33
"336",2,235,32
"337",2,236,31
"338",2,237,30
"339",2,238,31
"340",2,239,32
"341",2,240,33
"342",2,241,32
"343",2,242,33
"344",2,243,32
"345",2,244,31
"346",2,245,30
"347",2,246,31
"348",2,247,32
"349",2,248,33
"350",2,249,32
"351",2,250,31
"352",2,251,26
"353",2,252,25
"354",2,253,26
"355",2,254,25
"356",2,255,30
"357",2,256,31
"358",2,257,32
"359",2,258,33
"360",2,259,34
"361",2,260,33
"362",2,261,34
"363",2,262,35
"364",2,263,36
"365",2,264,35
"366",2,265,36
"367",2,266,37
"368",2,267,38
"369",2,268,39
"370",2,269,38
"371",2,270,39
"372",2,271,38
"373",2,272,39
"374",2,273,38
"375",2,274,39
"376",2,275,38
"377",2,276,37
"378",2,277,36
"379",2,278,35
"380",2,279,34
"381",2,280,33
"382",2,281,34
"383",2,282,35
"384",2,283,36
"385",2,284,35
"386",2,285,34
"387",2,286,39
"388",2,287,40
"389",2,288,41
"390",2,289,42
"391",2,290,41
"392",2,291,40
"393",2,292,41
"394",2,293,42
"395",2,294,41
"396",2,295,40
"397",2,296,41
"398",2,297,40
"399",2,298,41
"400",2,299,42
"401",2,300,43
"402",2,301,44
"403",2,302,45
"404",2,303,44
"405",2,304,45
"406",2,305,44
"407",2,306,45
"408",2,307,46
"409",2,308,45
"410",2,309,46
"411",2,310,47
"412",2,311,48
"413",2,312,47
"414",2,313,48
"415",2,314,47
"416",2,315,48
"417",2,316,47
"418",2,317,46
"419",2,318,47
"420",2,319,46
"421",2,320,45
"422",2,321,46
"423",2,322,47
"424",2,323,46
"425",2,324,45
"426",2,325,50
"427",2,326,49
"428",2,327,48
"429",2,328,47
"430",2,329,48
"431",2,330,47
"432",2,331,48
"433",2,332,47
"434",2,333,46
"435",2,334,51
"436",2,335,52
"437",3,1,26
"438",3,2,25
"439",3,3,24
"440",3,4,23
"441",3,5,24
"442",3,6,25
"443",3,7,26
"444",3,8,27
"445",3,9,28
"446",3,10,29
"447",3,11,30
"448",3,12,31
"449",3,13,32
"450",3,14,33
"451",3,15,34
"452",3,16,33
"453",3,17,34
"454",3,18,33
"455",3,19,32
"456",3,20,33
"457",3,21,32
"458",3,22,33
"459",3,23,34
"460",3,24,33
"461",3,25,32
"462",3,26,33
"463",3,27,34
"464",3,28,35
"465",3,29,36
"466",3,30,37
"467",3,31,38
"468",3,32,37
"469",3,33,38
"470",3,34,39
"471",3,35,40
"472",3,36,39
"473",3,37,40
"474",3,38,39
"475",3,39,38
"476",3,40,37
"477",3,41,38
"478",3,42,37
"479",3,43,32
"480",3,44,33
"481",3,45,34
"482",3,46,35
"483",3,47,36
"484",3,48,37
"485",3,49,38
"486",3,50,39
"487",3,51,40
"488",3,52,39
"489",3,53,40
"490",3,54,41
"491",3,55,40
"492",3,56,39
"493",3,57,40
"494",3,58,41
"495",3,59,42
"496",3,60,43
"497",3,61,42
"498",3,62,43
"499",3,63,42
"500",3,64,41
"501",3,65,40
"502",3,66,41
"503",3,67,40
"504",3,68,41
"505",3,69,40
"506",3,70,41
"507",3,71,42
"508",3,72,41
"509",3,73,40
"510",3,74,45
"511",3,75,46
"512",3,76,47
"513",3,77,48
"514",3,78,49
"515",3,79,48
"516",3,80,47
"517",3,81,48
"518",3,82,49
"519",3,83,48
"520",3,84,49
"521",3,85,50
"522",3,86,51
"523",3,87,52
"524",4,1,26
"525",4,2,27
"526",4,3,26
"527",4,4,25
"528",4,5,24
"529",4,6,23
"530",4,7,24
"531",4,8,23
"532",4,9,24
"533",4,10,25
"534",4,11,24
"535",4,12,25
"536",4,13,26
"537",4,14,27
"538",4,15,28
"539",4,16,27
"540",4,17,28
"541",4,18,29
"542",4,19,30
"543",4,20,31
"544",4,21,30
"545",4,22,31
"546",4,23,32
"547",4,24,33
"548",4,25,32
"549",4,26,33
"550",4,27,32
"551",4,28,31
"552",4,29,32
"553",4,30,33
"554",4,31,32
"555",4,32,33
"556",4,33,32
"557",4,34,31
"558",4,35,30
"559",4,36,31
"560",4,37,30
"561",4,38,31
"562",4,39,30
"563",4,40,29
"564",4,41,30
"565",4,42,35
"566",4,43,36
"567",4,44,37
"568",4,45,38
"569",4,46,37
"570",4,47,36
"571",4,48,35
"572",4,49,36
"573",4,50,35
"574",4,51,36
"575",4,52,37
"576",4,53,36
"577",4,54,35
"578",4,55,34
"579",4,56,29
"580",4,57,28
"581",4,58,29
"582",4,59,30
"583",4,60,39
"584",4,61,40
"585",4,62,39
"586",4,63,38
"587",4,64,37
"588",4,65,36
"589",4,66,37
"590",4,67,36
"591",4,68,35
"592",4,69,36
"593",4,70,37
"594",4,71,32
"595",4,72,31
"596",4,73,30
"597",4,74,31
"598",4,75,32
"599",4,76,31
"600",4,77,30
"601",4,78,29
"602",4,79,28
"603",4,80,27
"604",4,81,26
"605",4,82,25
"606",4,83,26
"607",4,84,27
"608",4,85,26
"609",4,86,25
"610",4,87,24
"611",4,88,23
"612",4,89,24
"613",4,90,23
"614",4,91,22
"615",4,92,21
"616",4,93,20
"617",4,94,19
"618",4,95,20
"619",4,96,19
"620",4,97,20
"621",4,98,21
"622",4,99,22
"623",4,100,21
"624",4,101,22
"625",4,102,21
"626",4,103,22
"627",4,104,21
"628",4,105,20
"629",4,106,21
"630",4,107,22
"631",4,108,21
"632",4,109,20
"633",4,110,19
"634",4,111,20
"635",4,112,21
"636",4,113,20
"637",4,114,21
"638",4,115,22
"639",4,116,17
"640",4,117,18
"641",4,118,17
"642",4,119,16
"643",4,120,15
"644",4,121,14
"645",4,122,13
"646",4,123,14
"647",4,124,15
"648",4,125,16
"649",4,126,17
"650",4,127,18
"651",4,128,19
"652",4,129,18
"653",4,130,19
"654",4,131,18
"655",4,132,19
"656",4,133,18
"657",4,134,13
"658",4,135,14
"659",4,136,15
"660",4,137,14
"661",4,138,13
"662",4,139,14
"663",4,140,15
"664",4,141,16
"665",4,142,17
"666",4,143,12
"667",4,144,11
"668",4,145,12
"669",4,146,11
"670",4,147,12
"671",4,148,13
"672",4,149,14
"673",4,150,13
"674",4,151,14
"675",4,152,15
"676",4,153,16
"677",4,154,17
"678",4,155,16
"679",4,156,17
"680",4,157,18
"681",4,158,17
"682",4,159,16
"683",4,160,15
"684",4,161,16
"685",4,162,15
"686",4,163,16
"687",4,164,15
"688",4,165,10
"689",4,166,9
"690",4,167,10
"691",4,168,9
"692",4,169,8
"693",4,170,7
"694",4,171,8
"695",4,172,7
"696",4,173,6
"697",4,174,7
"698",4,175,8
"699",4,176,9
"700",4,177,4
"701",4,178,3
"702",4,179,2
"703",4,180,1
"704",4,181,0
"705",5,1,26
"706",5,2,25
"707",5,3,26
"708",5,4,27
"709",5,5,28
"710",5,6,29
"711",5,7,28
"712",5,8,27
"713",5,9,28
"714",5,10,27
"715",5,11,32
"716",5,12,33
"717",5,13,34
"718",5,14,33
"719",5,15,34
"720",5,16,35
"721",5,17,36
"722",5,18,31
"723",5,19,30
"724",5,20,29
"725",5,21,28
"726",5,22,29
"727",5,23,28
"728",5,24,29
"729",5,25,30
"730",5,26,31
"731",5,27,32
"732",5,28,31
"733",5,29,30
"734",5,30,31
"735",5,31,30
"736",5,32,29
"737",5,33,28
"738",5,34,29
"739",5,35,28
"740",5,36,23
"741",5,37,22
"742",5,38,23
"743",5,39,22
"744",5,40,23
"745",5,41,24
"746",5,42,25
"747",5,43,20
"748",5,44,19
"749",5,45,18
"750",5,46,17
"751",5,47,18
"752",5,48,19
"753",5,49,18
"754",5,50,13
"755",5,51,14
"756",5,52,15
"757",5,53,14
"758",5,54,15
"759",5,55,14
"760",5,56,13
"761",5,57,12
"762",5,58,11
"763",5,59,12
"764",5,60,13
"765",5,61,12
"766",5,62,11
"767",5,63,12
"768",5,64,13
"769",5,65,14
"770",5,66,15
"771",5,67,16
"772",5,68,17
"773",5,69,18
"774",5,70,19
"775",5,71,18
"776",5,72,19
"777",5,73,20
"778",5,74,19
"779",5,75,20
"780",5,76,25
"781",5,77,26
"782",5,78,25
"783",5,79,26
"784",5,80,27
"785",5,81,26
"786",5,82,27
"787",5,83,26
"788",5,84,25
"789",5,85,26
"790",5,86,27
"791",5,87,26
"792",5,88,27
"793",5,89,26
"794",5,90,25
"795",5,91,24
"796",5,92,23
"797",5,93,24
"798",5,94,29
"799",5,95,30
"800",5,96,31
"801",5,97,32
"802",5,98,31
"803",5,99,32
"804",5,100,31
"805",5,101,30
"806",5,102,31
"807",5,103,30
"808",5,104,31
"809",5,105,32
"810",5,106,33
"811",5,107,34
"812",5,108,33
"813",5,109,32
"814",5,110,33
"815",5,111,34
"816",5,112,35
"817",5,113,36
"818",5,114,37
"819",5,115,38
"820",5,116,39
"821",5,117,40
"822",5,118,39
"823",5,119,40
"824",5,120,41
"825",5,121,42
"826",5,122,43
"827",5,123,42
"828",5,124,41
"829",5,125,40
"830",5,126,35
"831",5,127,40
"832",5,128,39
"833",5,129,38
"834",5,130,39
"835",5,131,38
"836",5,132,39
"837",5,133,38
"838",5,134,37
"839",5,135,38
"840",5,136,39
"841",5,137,40
"842",5,138,41
"843",5,139,42
"844",5,140,41
"845",5,141,42
"846",5,142,43
"847",5,143,44
"848",5,144,45
"849",5,145,44
"850",5,146,43
"851",5,147,42
"852",5,148,41
"853",5,149,40
"854",5,150,41
"855",5,151,40
"856",5,152,41
"857",5,153,42
"858",5,154,41
"859",5,155,42
"860",5,156,41
"861",5,157,42
"862",5,158,41
"863",5,159,42
"864",5,160,43
"865",5,161,42
"866",5,162,41
"867",5,163,42
"868",5,164,43
"869",5,165,44
"870",5,166,43
"871",5,167,44
"872",5,168,43
"873",5,169,42
"874",5,170,41
"875",5,171,40
"876",5,172,45
"877",5,173,44
"878",5,174,45
"879",5,175,46
"880",5,176,47
"881",5,177,46
"882",5,178,45
"883",5,179,46
"884",5,180,45
"885",5,181,44
"886",5,182,43
"887",5,183,44
"888",5,184,43
"889",5,185,42
"890",5,186,43
"891",5,187,42
"892",5,188,43
"893",5,189,44
"894",5,190,43
"895",5,191,44
"896",5,192,43
"897",5,193,42
"898",5,194,43
"899",5,195,44
"900",5,196,43
"901",5,197,44
"902",5,198,49
"903",5,199,48
"904",5,200,49
"905",5,201,48
"906",5,202,47
"907",5,203,48
"908",5,204,49
"909",5,205,48
"910",5,206,47
"911",5,207,46
"912",5,208,41
"913",5,209,42
"914",5,210,41
"915",5,211,42
"916",5,212,43
"917",5,213,42
"918",5,214,41
"919",5,215,36
"920",5,216,35
"921",5,217,34
"922",5,218,33
"923",5,219,32
"924",5,220,31
"925",5,221,32
"926",5,222,31
"927",5,223,30
"928",5,224,31
"929",5,225,32
"930",5,226,33
"931",5,227,32
"932",5,228,33
"933",5,229,32
"934",5,230,33
"935",5,231,32
"936",5,232,33
"937",5,233,32
"938",5,234,31
"939",5,235,32
"940",5,236,33
"941",5,237,32
"942",5,238,31
"943",5,239,30
"944",5,240,29
"945",5,241,30
"946",5,242,29
"947",5,243,34
"948",5,244,35
"949",5,245,34
"950",5,246,33
"951",5,247,32
"952",5,248,31
"953",5,249,32
"954",5,250,31
"955",5,251,32
"956",5,252,33
"957",5,253,34
"958",5,254,33
"959",5,255,32
"960",5,256,33
"961",5,257,32
"962",5,258,33
"963",5,259,32
"964",5,260,31
"965",5,261,32
"966",5,262,33
"967",5,263,32
"968",5,264,31
"969",5,265,30
"970",5,266,31
"971",5,267,32
"972",5,268,33
"973",5,269,34
"974",5,270,33
"975",5,271,34
"976",5,272,33
"977",5,273,32
"978",5,274,31
"979",5,275,32
"980",5,276,31
"981",5,277,36
"982",5,278,35
"983",5,279,34
"984",5,280,33
"985",5,281,34
"986",5,282,33
"987",5,283,32
"988",5,284,31
"989",5,285,30
"990",5,286,29
"991",5,287,30
"992",5,288,31
"993",5,289,32
"994",5,290,33
"995",5,291,32
"996",5,292,31
"997",5,293,32
"998",5,294,37
"999",5,295,38
"1000",5,296,39
"1001",5,297,38
"1002",5,298,37
"1003",5,299,38
"1004",5,300,37
"1005",5,301,38
"1006",5,302,39
"1007",5,303,38
"1008",5,304,37
"1009",5,305,36
"1010",5,306,35
"1011",5,307,34
"1012",5,308,33
"1013",5,309,34
"1014",5,310,33
"1015",5,311,34
"1016",5,312,35
"1017",5,313,34
"1018",5,314,33
"1019",5,315,32
"1020",5,316,33
"1021",5,317,32
"1022",5,318,31
"1023",5,319,32
"1024",5,320,27
"1025",5,321,28
"1026",5,322,29
"1027",5,323,30
"1028",5,324,31
"1029",5,325,30
"1030",5,326,29
"1031",5,327,28
"1032",5,328,19
"1033",5,329,20
"1034",5,330,21
"1035",5,331,20
"1036",5,332,25
"1037",5,333,16
"1038",5,334,15
"1039",5,335,16
"1040",5,336,15
"1041",5,337,16
"1042",5,338,15
"1043",5,339,16
"1044",5,340,15
"1045",5,341,14
"1046",5,342,15
"1047",5,343,16
"1048",5,344,17
"1049",5,345,16
"1050",5,346,17
"1051",5,347,16
"1052",5,348,17
"1053",5,349,16
"1054",5,350,21
"1055",5,351,20
"1056",5,352,21
"1057",5,353,22
"1058",5,354,23
"1059",5,355,22
"1060",5,356,21
"1061",5,357,20
"1062",5,358,19
"1063",5,359,18
"1064",5,360,17
"1065",5,361,18
"1066",5,362,17
"1067",5,363,16
"1068",5,364,15
"1069",5,365,14
"1070",5,366,15
"1071",5,367,16
"1072",5,368,15
"1073",5,369,16
"1074",5,370,15
"1075",5,371,16
"1076",5,372,17
"1077",5,373,16
"1078",5,374,15
"1079",5,375,20
"1080",5,376,21
"1081",5,377,22
"1082",5,378,23
"1083",5,379,22
"1084",5,380,21
"1085",5,381,22
"1086",5,382,23
"1087",5,383,22
"1088",5,384,23
"1089",5,385,22
"1090",5,386,21
"1091",5,387,20
"1092",5,388,21
"1093",5,389,22
"1094",5,390,21
"1095",5,391,20
"1096",5,392,19
"1097",5,393,20
"1098",5,394,21
"1099",5,395,26
"1100",5,396,27
"1101",5,397,26
"1102",5,398,25
"1103",5,399,26
"1104",5,400,25
"1105",5,401,24
"1106",5,402,25
"1107",5,403,24
"1108",5,404,23
"1109",5,405,24
"1110",5,406,23
"1111",5,407,22
"1112",5,408,21
"1113",5,409,20
"1114",5,410,21
"1115",5,411,20
"1116",5,412,19
"1117",5,413,18
"1118",5,414,17
"1119",5,415,18
"1120",5,416,17
"1121",5,417,16
"1122",5,418,15
"1123",5,419,16
"1124",5,420,15
"1125",5,421,14
"1126",5,422,15
"1127",5,423,14
"1128",5,424,13
"1129",5,425,12
"1130",5,426,13
"1131",5,427,12
"1132",5,428,11
"1133",5,429,10
"1134",5,430,11
"1135",5,431,12
"1136",5,432,11
"1137",5,433,12
"1138",5,434,13
"1139",5,435,14
"1140",5,436,13
"1141",5,437,12
"1142",5,438,13
"1143",5,439,14
"1144",5,440,15
"1145",5,441,16
"1146",5,442,11
"1147",5,443,12
"1148",5,444,13
"1149",5,445,14
"1150",5,446,15
"1151",5,447,14
"1152",5,448,13
"1153",5,449,14
"1154",5,450,13
"1155",5,451,12
"1156",5,452,13
"1157",5,453,14
"1158",5,454,15
"1159",5,455,14
"1160",5,456,13
"1161",5,457,8
"1162",5,458,7
"1163",5,459,8
"1164",5,460,9
"1165",5,461,10
"1166",5,462,11
"1167",5,463,10
"1168",5,464,9
"1169",5,465,8
"1170",5,466,7
"1171",5,467,8
"1172",5,468,9
"1173",5,469,10
"1174",5,470,9
"1175",5,471,8
"1176",5,472,7
"1177",5,473,8
"1178",5,474,7
"1179",5,475,6
"1180",5,476,5
"1181",5,477,6
"1182",5,478,7
"1183",5,479,8
"1184",5,480,9
"1185",5,481,14
"1186",5,482,13
"1187",5,483,12
"1188",5,484,13
"1189",5,485,12
"1190",5,486,13
"1191",5,487,14
"1192",5,488,13
"1193",5,489,12
"1194",5,490,11
"1195",5,491,12
"1196",5,492,13
"1197",5,493,12
"1198",5,494,17
"1199",5,495,16
"1200",5,496,15
"1201",5,497,14
"1202",5,498,13
"1203",5,499,12
"1204",5,500,11
"1205",5,501,12
"1206",5,502,13
"1207",5,503,14
"1208",5,504,15
"1209",5,505,16
"1210",5,506,17
"1211",5,507,18
"1212",5,508,19
"1213",5,509,18
"1214",5,510,17
"1215",5,511,18
"1216",5,512,23
"1217",5,513,24
"1218",5,514,23
"1219",5,515,22
"1220",5,516,21
"1221",5,517,20
"1222",5,518,21
"1223",5,519,22
"1224",5,520,23
"1225",5,521,22
"1226",5,522,23
"1227",5,523,24
"1228",5,524,23
"1229",5,525,22
"1230",5,526,21
"1231",5,527,22
"1232",5,528,27
"1233",5,529,26
"1234",5,530,27
"1235",5,531,26
"1236",5,532,25
"1237",5,533,26
"1238",5,534,27
"1239",5,535,26
"1240",5,536,25
"1241",5,537,24
"1242",5,538,23
"1243",5,539,22
"1244",5,540,27
"1245",5,541,26
"1246",5,542,27
"1247",5,543,26
"1248",5,544,25
"1249",5,545,26
"1250",5,546,21
"1251",5,547,22
"1252",5,548,23
"1253",5,549,22
"1254",5,550,21
"1255",5,551,22
"1256",5,552,23
"1257",5,553,24
"1258",5,554,25
"1259",5,555,30
"1260",5,556,29
"1261",5,557,28
"1262",5,558,27
"1263",5,559,28
"1264",5,560,27
"1265",5,561,26
"1266",5,562,25
"1267",5,563,24
"1268",5,564,23
"1269",5,565,24
"1270",5,566,25
"1271",5,567,26
"1272",5,568,25
"1273",5,569,24
"1274",5,570,25
"1275",5,571,24
"1276",5,572,23
"1277",5,573,24
"1278",5,574,25
"1279",5,575,24
"1280",5,576,23
"1281",5,577,24
"1282",5,578,23
"1283",5,579,22
"1284",5,580,23
"1285",5,581,22
"1286",5,582,21
"1287",5,583,22
"1288",5,584,23
"1289",5,585,24
"1290",5,586,25
"1291",5,587,24
"1292",5,588,25
"1293",5,589,26
"1294",5,590,25
"1295",5,591,26
"1296",5,592,27
"1297",5,593,28
"1298",5,594,29
"1299",5,595,28
"1300",5,596,29
"1301",5,597,30
"1302",5,598,31
"1303",5,599,30
"1304",5,600,31
"1305",5,601,30
"1306",5,602,29
"1307",5,603,30
"1308",5,604,31
"1309",5,605,32
"1310",5,606,31
"1311",5,607,32
"1312",5,608,33
"1313",5,609,32
"1314",5,610,33
"1315",5,611,34
"1316",5,612,33
"1317",5,613,34
"1318",5,614,33
"1319",5,615,32
"1320",5,616,33
"1321",5,617,34
"1322",5,618,33
"1323",5,619,34
"1324",5,620,33
"1325",5,621,32
"1326",5,622,33
"1327",5,623,32
"1328",5,624,31
"1329",5,625,32
"1330",5,626,31
"1331",5,627,32
"1332",5,628,27
"1333",5,629,26
"1334",5,630,25
"1335",5,631,26
"1336",5,632,27
"1337",5,633,26
"1338",5,634,27
"1339",5,635,26
"1340",5,636,27
"1341",5,637,26
"1342",5,638,27
"1343",5,639,28
"1344",5,640,27
"1345",5,641,28
"1346",5,642,27
"1347",5,643,26
"1348",5,644,25
"1349",5,645,24
"1350",5,646,25
"1351",5,647,26
"1352",5,648,25
"1353",5,649,26
"1354",5,650,27
"1355",5,651,26
"1356",5,652,25
"1357",5,653,24
"1358",5,654,23
"1359",5,655,24
"1360",5,656,25
"1361",5,657,24
"1362",5,658,25
"1363",5,659,20
"1364",5,660,21
"1365",5,661,22
"1366",5,662,23
"1367",5,663,22
"1368",5,664,21
"1369",5,665,22
"1370",5,666,23
"1371",5,667,22
"1372",5,668,23
"1373",5,669,22
"1374",5,670,21
"1375",5,671,20
"1376",5,672,19
"1377",5,673,18
"1378",5,674,19
"1379",5,675,20
"1380",5,676,19
"1381",5,677,20
"1382",5,678,21
"1383",5,679,22
"1384",5,680,21
"1385",5,681,22
"1386",5,682,23
"1387",5,683,18
"1388",5,684,19
"1389",5,685,20
"1390",5,686,21
"1391",5,687,20
"1392",5,688,19
"1393",5,689,18
"1394",5,690,13
"1395",5,691,14
"1396",5,692,13
"1397",5,693,12
"1398",5,694,13
"1399",5,695,14
"1400",5,696,13
"1401",5,697,12
"1402",5,698,13
"1403",5,699,12
"1404",5,700,13
"1405",5,701,12
"1406",5,702,13
"1407",5,703,14
"1408",5,704,13
"1409",5,705,14
"1410",5,706,15
"1411",5,707,14
"1412",5,708,15
"1413",5,709,16
"1414",5,710,15
"1415",5,711,16
"1416",5,712,15
"1417",5,713,20
"1418",5,714,19
"1419",5,715,20
"1420",5,716,21
"1421",5,717,20
"1422",5,718,19
"1423",5,719,20
"1424",5,720,19
"1425",5,721,18
"1426",5,722,19
"1427",5,723,18
"1428",5,724,17
"1429",5,725,18
"1430",5,726,17
"1431",5,727,18
"1432",5,728,17
"1433",5,729,16
"1434",5,730,15
"1435",5,731,14
"1436",5,732,15
"1437",5,733,14
"1438",5,734,15
"1439",5,735,16
"1440",5,736,17
"1441",5,737,16
"1442",5,738,15
"1443",5,739,16
"1444",5,740,15
"1445",5,741,10
"1446",5,742,9
"1447",5,743,10
"1448",5,744,9
"1449",5,745,14
"1450",5,746,13
"1451",5,747,14
"1452",5,748,13
"1453",5,749,12
"1454",5,750,13
"1455",5,751,12
"1456",5,752,13
"1457",5,753,14
"1458",5,754,15
"1459",5,755,16
"1460",5,756,17
"1461",5,757,18
"1462",5,758,17
"1463",5,759,12
"1464",5,760,13
"1465",5,761,14
"1466",5,762,13
"1467",5,763,14
"1468",5,764,13
"1469",5,765,14
"1470",5,766,9
"1471",5,767,8
"1472",5,768,9
"1473",5,769,8
"1474",5,770,7
"1475",5,771,8
"1476",5,772,9
"1477",5,773,14
"1478",5,774,15
"1479",5,775,20
"1480",5,776,21
"1481",5,777,20
"1482",5,778,19
"1483",5,779,18
"1484",5,780,19
"1485",5,781,20
"1486",5,782,19
"1487",5,783,18
"1488",5,784,17
"1489",5,785,16
"1490",5,786,17
"1491",5,787,16
"1492",5,788,17
"1493",5,789,16
"1494",5,790,17
"1495",5,791,16
"1496",5,792,15
"1497",5,793,16
